source name,characteristics[organism],characteristics[organism part],characteristics[strain/breed],characteristics[disease],characteristics[cell type],characteristics[treatment],characteristics[biological replicate],assay name,technology type,comment[technical replicate],comment[data file],comment[fraction identifier],comment[label],comment[instrument],comment[cleavage agent details],comment[fragment mass tolerance],comment[precursor mass tolerance],comment[reduction reagent],comment[alkylation reagent],comment[modification parameters],comment[modification parameters].1,comment[dissociation method],comment[collision energy],comment[file uri],Factor value[treatment],project_id,characteristics[growth stage],comment[cleavage agent details].1,comment[modification parameters].2,comment[modification parameters].3,Factor value[growth stage],characteristics[enrichment protocol],comment[compensation voltage],comment[tool metadata],characteristics[growth condition],characteristics[enrichment process],comment[label].1,comment[fractionation method],characteristics[isolate],Factor value[isolate],factor value[treatment],characteristics[plasmid],Factor value[plasmid],Factor value[strain/breed],Factor value[growth condition],characteristics[pathotype],characteristics[time],Factor value[time],Factor value[organism part],comment[fraction],comment[modification parameters].4,Factor value[fraction],Factor value[enrichment process],factor value[time],factor value[growth condition]
sample 580,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 580,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_62.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_62.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 581,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 581,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_63.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_63.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 582,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 582,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_64.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_64.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 583,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 583,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_65.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_65.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 584,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 584,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_66.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_66.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 585,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 585,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_67.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_67.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 586,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 586,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_68.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_68.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 587,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 587,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_69.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_69.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 588,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 588,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_7.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_7.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 589,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 589,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_70.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_70.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 590,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 590,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_71.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_71.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 591,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 591,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_72.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_72.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 592,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 592,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_73.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_73.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 593,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 593,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_74.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_74.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 594,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 594,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_75.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_75.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 595,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 595,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_76.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_76.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 596,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 596,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_77.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_77.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 597,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 597,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_78.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_78.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 598,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 598,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_79.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_79.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 599,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 599,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_8.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_8.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 600,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 600,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_80.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_80.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 601,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 601,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_81.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_81.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 602,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 602,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_82.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_82.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 603,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 603,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_83.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_83.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 604,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 604,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_84.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_84.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 605,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 605,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_85.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_85.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 606,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 606,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_86.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_86.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 607,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 607,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_87.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_87.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 608,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 608,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_88.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_88.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 609,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 609,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_89.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_89.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 610,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 610,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_9.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_9.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 611,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 611,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_90.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_90.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 612,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 612,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_91.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_91.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 613,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 613,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_92.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_92.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 614,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 614,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_93.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_93.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 615,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 615,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_94.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_94.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 616,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 616,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_95.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_95.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 617,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 617,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_96.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_96.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 618,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 618,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_97.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_97.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample 619,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 619,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.secpep.sil0_98.apl,Not available,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_98.apl,,PXD026425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
