,source name,characteristics[organism],characteristics[organism part],characteristics[culture type],characteristics[strain/breed],characteristics[disease],characteristics[cell type],characteristics[biological replicate],assay name,technology type,comment[technical replicate],comment[data file],comment[fraction identifier],comment[label],comment[instrument],comment[cleavage agent details],comment[reduction reagent],comment[alkylation reagent],comment[modification parameters],comment[modification parameters].1,comment[modification parameters].2,comment[dissociation method],comment[collision energy],comment[file uri],Factor value[culture type],pride_id,filename,characteristics[treatment],comment[fragment mass tolerance],comment[precursor mass tolerance],Factor value[treatment],characteristics[growth stage],comment[cleavage agent details].1,comment[modification parameters].3,Factor value[growth stage],characteristics[isolate],Factor value[isolate],characteristics[plasmid],Factor value[plasmid],characteristics[growth condition],Factor value[strain/breed],Factor value[growth condition],characteristics[pathotype],comment[fractionation method],Factor value[organism part],characteristics[enrichment process],Factor value[enrichment process]
38,Sample 39,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 39,Proteomic profiling by mass spectrometry,Not available,Map-4-12.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-4-12.raw,,PXD022070,Map-4-12.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
39,Sample 40,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 40,Proteomic profiling by mass spectrometry,Not available,Map-4-13.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-4-13.raw,,PXD022070,Map-4-13.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
40,Sample 41,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 41,Proteomic profiling by mass spectrometry,Not available,Map-4-14.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-4-14.raw,,PXD022070,Map-4-14.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
41,Sample 42,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 42,Proteomic profiling by mass spectrometry,Not available,Map-4-15.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-4-15.raw,,PXD022070,Map-4-15.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
42,Sample 43,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 43,Proteomic profiling by mass spectrometry,Not available,Map-4-16.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-4-16.raw,,PXD022070,Map-4-16.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
43,Sample 44,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 44,Proteomic profiling by mass spectrometry,Not available,Map-4-17.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-4-17.raw,,PXD022070,Map-4-17.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
44,Sample 45,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 45,Proteomic profiling by mass spectrometry,Not available,Map-4-18.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-4-18.raw,,PXD022070,Map-4-18.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
45,Sample 46,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 46,Proteomic profiling by mass spectrometry,Not available,Map-4-1re.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-4-1re.raw,,PXD022070,Map-4-1re.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
46,Sample 47,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 47,Proteomic profiling by mass spectrometry,Not available,Map-4-2.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-4-2.raw,,PXD022070,Map-4-2.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
47,Sample 48,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 48,Proteomic profiling by mass spectrometry,Not available,Map-4-3.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-4-3.raw,,PXD022070,Map-4-3.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
48,Sample 49,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 49,Proteomic profiling by mass spectrometry,Not available,Map-4-4.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-4-4.raw,,PXD022070,Map-4-4.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
49,Sample 50,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 50,Proteomic profiling by mass spectrometry,Not available,Map-4-5.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-4-5.raw,,PXD022070,Map-4-5.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
50,Sample 51,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 51,Proteomic profiling by mass spectrometry,Not available,Map-4-6.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-4-6.raw,,PXD022070,Map-4-6.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
51,Sample 52,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 52,Proteomic profiling by mass spectrometry,Not available,Map-4-7.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-4-7.raw,,PXD022070,Map-4-7.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
52,Sample 53,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 53,Proteomic profiling by mass spectrometry,Not available,Map-4-8.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-4-8.raw,,PXD022070,Map-4-8.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
53,Sample 54,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 54,Proteomic profiling by mass spectrometry,Not available,Map-4-9.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-4-9.raw,,PXD022070,Map-4-9.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
54,Sample 55,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 55,Proteomic profiling by mass spectrometry,Not available,Map-5-10.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-5-10.raw,,PXD022070,Map-5-10.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
55,Sample 56,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 56,Proteomic profiling by mass spectrometry,Not available,Map-5-11.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-5-11.raw,,PXD022070,Map-5-11.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
56,Sample 57,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 57,Proteomic profiling by mass spectrometry,Not available,Map-5-12.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-5-12.raw,,PXD022070,Map-5-12.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
57,Sample 58,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 58,Proteomic profiling by mass spectrometry,Not available,Map-5-13.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-5-13.raw,,PXD022070,Map-5-13.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
58,Sample 59,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 59,Proteomic profiling by mass spectrometry,Not available,Map-5-14.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-5-14.raw,,PXD022070,Map-5-14.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
59,Sample 60,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 60,Proteomic profiling by mass spectrometry,Not available,Map-5-15.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-5-15.raw,,PXD022070,Map-5-15.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
60,Sample 61,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 61,Proteomic profiling by mass spectrometry,Not available,Map-5-16.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-5-16.raw,,PXD022070,Map-5-16.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
61,Sample 62,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 62,Proteomic profiling by mass spectrometry,Not available,Map-5-17.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-5-17.raw,,PXD022070,Map-5-17.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
62,Sample 63,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 63,Proteomic profiling by mass spectrometry,Not available,Map-5-18.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-5-18.raw,,PXD022070,Map-5-18.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
63,Sample 64,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 64,Proteomic profiling by mass spectrometry,Not available,Map-5-7.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-5-7.raw,,PXD022070,Map-5-7.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
64,Sample 65,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 65,Proteomic profiling by mass spectrometry,Not available,Map-5-8.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-5-8.raw,,PXD022070,Map-5-8.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
65,Sample 66,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 66,Proteomic profiling by mass spectrometry,Not available,Map-5-9.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-5-9.raw,,PXD022070,Map-5-9.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
66,Sample 67,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 67,Proteomic profiling by mass spectrometry,Not available,Map-6-1.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-1.raw,,PXD022070,Map-6-1.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
67,Sample 68,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 68,Proteomic profiling by mass spectrometry,Not available,Map-6-10.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-10.raw,,PXD022070,Map-6-10.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
68,Sample 69,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 69,Proteomic profiling by mass spectrometry,Not available,Map-6-11.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-11.raw,,PXD022070,Map-6-11.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
69,Sample 70,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 70,Proteomic profiling by mass spectrometry,Not available,Map-6-12.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-12.raw,,PXD022070,Map-6-12.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
70,Sample 71,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 71,Proteomic profiling by mass spectrometry,Not available,Map-6-13.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-13.raw,,PXD022070,Map-6-13.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
71,Sample 72,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 72,Proteomic profiling by mass spectrometry,Not available,Map-6-14.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-14.raw,,PXD022070,Map-6-14.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
72,Sample 73,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 73,Proteomic profiling by mass spectrometry,Not available,Map-6-15.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-15.raw,,PXD022070,Map-6-15.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
73,Sample 74,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 74,Proteomic profiling by mass spectrometry,Not available,Map-6-16.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-16.raw,,PXD022070,Map-6-16.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
74,Sample 75,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 75,Proteomic profiling by mass spectrometry,Not available,Map-6-17.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-17.raw,,PXD022070,Map-6-17.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
75,Sample 76,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 76,Proteomic profiling by mass spectrometry,Not available,Map-6-18.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-18.raw,,PXD022070,Map-6-18.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
